model,rag,rouge1,rouge2,rougeL,inference_time
FLAN-T5-Base,False,0.41433278129479084,0.18386989087578456,0.2866306953820074,2.3068817138671873
Fine-tuned FLAN-T5,False,0.41433278129479084,0.18386989087578456,0.2866306953820074,2.217276842594147
Fine-tuned FLAN-T5,True,0.41961577142299,0.18902118788863378,0.2909624239498187,3.5504165196418764
